id,company_id,year,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,reporting_period
330,JIOFIN,2024,1401774.99,1814281.53,34.24,9.91,26.41,3.09,2024
331,JSWENERGY,2019,62025.39,78383.66,38.52,14.43,12.47,4.49,2019
332,JSWENERGY,2020,74355.45,90011.54,36.57,13.65,24.09,3.06,2020
333,JSWENERGY,2021,66726.89,76914.23,71.29,3.09,30.82,0.11,2021
334,JSWENERGY,2022,87619.18,113306.21,33.5,2.05,28.05,0.13,2022
335,JSWENERGY,2023,95613.82,96446.78,42.08,0.76,6.81,0.07,2023
336,JSWENERGY,2024,110870.53,124622.6,24.79,9.88,35.95,1.25,2024
337,JSWSTEEL,2019,1475187.02,1347624.91,35.01,7.86,30.61,1.29,2019
338,JSWSTEEL,2020,1978764.31,2322705.01,34.84,1.91,11.35,2.19,2020
339,JSWSTEEL,2021,2171392.42,2621060.67,60.28,3.42,25.82,0.09,2021
340,JSWSTEEL,2022,2278384.96,2746916.82,36.76,12.62,39.17,2.73,2022
341,JSWSTEEL,2023,2101814.77,2210837.76,8.68,9.24,33.75,2.83,2023
342,JSWSTEEL,2024,2612646.38,3187328.18,69.27,4.37,35.49,2.94,2024
343,KOTAKBANK,2019,588705.26,753585.68,49.36,12.73,14.15,1.87,2019
344,KOTAKBANK,2020,554552.04,614466.43,43.71,3.59,28.55,0.53,2020
345,KOTAKBANK,2021,488474.8,514833.87,37.51,5.14,14.03,1.52,2021
346,KOTAKBANK,2022,455106.0,483040.86,73.13,3.75,28.96,0.64,2022
347,KOTAKBANK,2023,467372.62,480678.67,75.47,6.71,29.17,2.71,2023
348,KOTAKBANK,2024,430223.52,548886.13,32.9,1.15,15.52,1.51,2024
349,LICI,2019,166637.32,173087.14,53.3,0.6,39.37,0.77,2019
350,LICI,2020,196576.3,233201.16,20.36,2.12,10.34,1.11,2020
351,LICI,2021,183625.08,214767.85,38.3,8.3,6.66,3.88,2021
352,LICI,2022,171741.93,179309.03,13.18,2.48,28.3,3.12,2022
353,LICI,2023,204112.31,228780.25,76.58,7.85,20.73,1.11,2023
354,LICI,2024,183583.67,205478.22,30.67,8.1,12.21,3.77,2024
355,LODHA,2019,1516344.89,1875614.07,70.86,14.94,17.0,3.4,2019
356,LODHA,2020,1462369.84,1681605.99,58.75,11.25,12.25,3.82,2020
357,LODHA,2021,1550822.64,1529960.67,47.06,13.02,38.85,3.37,2021
358,LODHA,2022,1322559.29,1261563.26,13.49,1.97,18.41,1.52,2022
359,LODHA,2023,1199352.96,1502662.3,52.31,12.05,18.0,1.85,2023
360,LODHA,2024,1209919.99,1301112.44,51.95,7.65,34.33,4.05,2024
361,LT,2019,685872.93,876598.39,60.92,9.78,31.09,0.34,2019
362,LT,2020,606183.52,582692.86,18.62,6.6,10.51,3.85,2020
363,LT,2021,690472.41,723135.04,13.01,9.07,9.08,3.34,2021
364,LT,2022,864042.71,965645.93,18.77,11.91,15.77,1.0,2022
365,LT,2023,937726.82,1190030.19,29.41,13.63,6.88,0.38,2023
366,LT,2024,1124597.5,1097873.76,30.8,2.48,16.63,1.26,2024
367,LTIM,2019,1328108.48,1702596.39,60.16,10.57,29.3,3.97,2019
368,LTIM,2020,1325609.47,1352170.5,61.37,3.82,36.92,2.41,2020
369,LTIM,2021,1325692.27,1604670.91,30.49,14.47,39.4,3.0,2021
370,LTIM,2022,1202160.21,1208511.88,45.11,12.85,11.47,0.47,2022
371,LTIM,2023,1066603.12,1176236.08,71.7,1.11,12.43,3.12,2023
372,LTIM,2024,1347046.9,1647384.23,64.52,2.38,18.9,4.43,2024
373,M&M,2019,1707695.34,2021410.72,76.49,7.02,9.79,3.01,2019
374,M&M,2020,2271322.15,2677621.8,65.84,6.63,8.38,0.76,2020
375,M&M,2021,3046586.67,3342939.51,8.87,14.35,22.42,3.76,2021
376,M&M,2022,3425061.3,3221889.8,52.32,14.96,6.22,3.79,2022
377,M&M,2023,3314570.19,3505312.06,34.84,13.53,22.66,2.01,2023
378,M&M,2024,4173085.48,3837414.39,14.22,0.81,29.08,2.37,2024
379,MARUTI,2019,1445154.02,1428864.0,65.97,4.77,37.75,1.13,2019
380,MARUTI,2020,1349572.01,1480925.31,11.64,1.03,22.36,0.97,2020
381,MARUTI,2021,1153447.24,1174696.92,42.37,6.22,9.74,2.61,2021
382,MARUTI,2022,1390095.96,1626712.07,36.35,2.5,22.48,4.01,2022
383,MARUTI,2023,1507366.44,1474615.02,14.7,14.19,31.01,1.41,2023
384,MARUTI,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78,2024
385,MOTHERSON,2019,62318.66,78566.59,45.66,12.32,24.45,4.25,2019
386,MOTHERSON,2020,81298.87,88872.29,30.92,9.22,28.62,2.24,2020
387,MOTHERSON,2021,102529.39,99795.08,32.08,10.45,13.63,1.98,2021
388,MOTHERSON,2022,136555.49,157086.66,76.33,10.98,30.36,2.66,2022
389,MOTHERSON,2023,125781.85,139351.91,26.19,14.98,14.34,1.04,2023
390,MOTHERSON,2024,146151.16,161406.34,9.54,2.38,33.39,2.18,2024
391,NAUKRI,2019,241741.48,242045.98,24.1,14.39,17.67,0.21,2019
392,NAUKRI,2020,322764.36,393106.28,26.32,6.43,35.18,1.61,2020
393,NAUKRI,2021,365918.61,407612.38,36.89,9.77,21.57,0.1,2021
394,NAUKRI,2022,460029.78,434848.82,41.41,8.91,29.69,1.85,2022
395,NAUKRI,2023,560212.42,533624.76,55.05,12.48,36.13,2.61,2023
396,NAUKRI,2024,563824.44,544283.76,32.88,8.33,11.87,4.29,2024
397,NESTLEIND,2019,1166468.62,1312026.08,64.83,4.06,23.34,1.83,2019
398,NESTLEIND,2020,1106130.85,1267509.76,79.55,5.8,24.33,1.48,2020
399,NESTLEIND,2021,1425221.19,1775599.1,20.87,13.55,10.3,0.43,2021
400,NESTLEIND,2022,1676726.13,1767875.72,46.21,9.96,6.85,1.32,2022
401,NESTLEIND,2023,1811624.04,1823644.1,11.53,1.76,33.06,4.1,2023
402,NESTLEIND,2024,1677775.19,1677279.88,54.96,14.34,15.49,3.85,2024
403,NHPC,2019,1011493.79,965474.33,78.1,6.89,38.35,2.06,2019
404,NHPC,2020,1127857.12,1378139.89,60.03,9.48,19.59,3.57,2020
405,NHPC,2021,1493411.59,1349931.11,50.32,13.06,27.86,3.6,2021
406,NHPC,2022,1937747.16,2326033.72,59.63,14.49,35.23,3.67,2022
407,NHPC,2023,1730799.02,1723204.19,48.09,10.79,15.61,0.42,2023
408,NHPC,2024,1740404.25,2103124.81,71.17,13.74,18.26,1.68,2024
409,NTPC,2019,636264.32,742188.74,33.8,0.79,20.37,1.01,2019
410,NTPC,2020,549989.15,598573.64,22.83,7.06,14.72,2.72,2020
411,NTPC,2021,739976.68,827954.56,54.58,13.83,18.09,0.75,2021
412,NTPC,2022,733611.88,778448.75,54.44,0.57,34.87,0.34,2022
413,NTPC,2023,953935.75,1220821.99,79.29,12.24,9.96,3.18,2023
414,NTPC,2024,907823.11,1142814.16,30.8,5.24,37.12,0.06,2024
415,ONGC,2019,312963.15,369386.85,54.62,10.21,35.8,0.54,2019
416,ONGC,2020,347727.36,413862.0,53.8,7.0,5.6,0.27,2020
417,ONGC,2021,316247.83,328041.06,16.47,6.68,11.25,3.51,2021
418,ONGC,2022,406613.69,429326.73,44.82,14.33,23.74,4.48,2022
419,ONGC,2023,374517.84,466233.73,43.8,0.83,39.03,4.34,2023
420,ONGC,2024,390111.05,499988.49,18.15,10.36,11.72,1.11,2024
421,PFC,2019,1215368.18,1097296.38,37.83,3.81,28.92,0.88,2019
422,PFC,2020,1544887.02,1555449.73,36.3,4.82,27.54,0.46,2020
423,PFC,2021,1682458.73,1739295.43,71.66,1.56,34.04,0.75,2021
424,PFC,2022,1504604.05,1475909.96,15.39,8.05,39.59,0.15,2022
425,PFC,2023,1625821.23,1714311.64,32.45,5.31,36.33,0.09,2023
426,PFC,2024,2011885.81,2014246.29,35.6,6.59,15.67,0.42,2024
427,PIDILITIND,2019,175760.23,215960.74,17.69,11.27,15.11,3.98,2019
428,PIDILITIND,2020,187037.75,181181.47,78.98,3.06,24.87,2.56,2020
429,PIDILITIND,2021,193847.18,248239.82,68.76,12.53,39.1,2.06,2021
430,PIDILITIND,2022,174189.7,210104.54,35.42,3.26,21.91,4.17,2022
431,PIDILITIND,2023,162985.56,202017.26,38.11,2.48,34.69,4.36,2023
432,PIDILITIND,2024,162274.18,165749.2,36.12,12.3,5.36,1.01,2024
433,PNB,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,2019
434,PNB,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,2020
435,PNB,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,2021
436,PNB,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,2022
437,PNB,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,2023
438,PNB,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,2024
439,POWERGRID,2019,253564.15,315271.49,70.85,7.24,8.63,3.98,2019
440,POWERGRID,2020,277274.49,298210.09,37.33,5.79,23.41,2.72,2020
441,POWERGRID,2021,300348.19,378036.04,30.87,8.89,15.5,3.39,2021
442,POWERGRID,2022,270631.91,263995.91,65.69,3.16,26.9,4.37,2022
443,POWERGRID,2023,300792.57,293260.29,31.09,12.44,17.31,3.26,2023
444,POWERGRID,2024,372584.24,410018.95,64.39,5.1,23.07,3.09,2024
445,RECLTD,2019,252889.41,293557.74,55.19,7.65,32.85,2.17,2019
446,RECLTD,2020,326394.54,389833.03,30.66,6.23,28.37,4.03,2020
447,RECLTD,2021,306600.13,339058.49,16.55,4.55,29.01,0.35,2021
448,RECLTD,2022,362149.73,456426.16,77.79,3.64,31.21,4.17,2022
449,RECLTD,2023,324371.96,345653.82,74.2,3.44,37.68,2.37,2023
450,RECLTD,2024,291917.42,315256.49,31.49,4.59,23.95,2.18,2024
451,RELIANCE,2019,648684.98,791997.19,42.66,12.4,33.86,1.43,2019
452,RELIANCE,2020,552791.93,699004.44,62.77,2.06,29.56,0.09,2020
453,RELIANCE,2021,477545.63,530232.91,14.91,14.48,36.28,2.92,2021
454,RELIANCE,2022,421125.76,433731.78,34.76,7.47,10.91,2.6,2022
455,RELIANCE,2023,449714.02,575147.7,75.41,8.7,27.55,0.62,2023
456,RELIANCE,2024,432472.71,545039.37,58.34,3.25,24.96,4.21,2024
457,SBILIFE,2019,491285.25,627277.98,41.21,6.55,14.36,4.01,2019
458,SBILIFE,2020,625311.99,663578.68,10.2,6.98,11.33,0.64,2020
459,SBILIFE,2021,654418.26,614911.54,76.94,1.19,19.05,0.73,2021
460,SBILIFE,2022,781640.88,728117.69,47.37,11.71,38.25,3.14,2022
461,SBILIFE,2023,703278.16,657852.17,60.68,3.62,20.65,4.39,2023
462,SBILIFE,2024,886097.71,1097553.71,69.98,9.48,31.04,1.62,2024
463,SBIN,2019,1482417.4,1684030.56,28.31,2.13,24.87,1.59,2019
464,SBIN,2020,1692341.99,1901297.81,47.04,2.29,20.41,3.65,2020
465,SBIN,2021,1705155.98,1837361.16,43.56,13.01,27.95,0.45,2021
466,SBIN,2022,2187008.32,2696201.57,62.26,7.26,31.51,2.15,2022
467,SBIN,2023,2664457.97,3336018.79,72.12,7.09,35.08,0.46,2023
468,SBIN,2024,2400436.05,2686824.35,54.93,2.72,21.53,0.42,2024
469,SHREECEM,2019,1156357.29,1381911.24,35.24,14.91,28.2,3.67,2019
470,SHREECEM,2020,1370108.42,1775340.62,67.14,8.03,17.84,3.07,2020
471,SHREECEM,2021,1568926.09,1806995.31,32.7,6.72,24.53,3.78,2021
472,SHREECEM,2022,1932061.03,1830555.08,25.68,0.89,5.28,1.01,2022
473,SHREECEM,2023,2414420.31,3046754.72,36.21,8.67,29.71,4.29,2023
474,SHREECEM,2024,3154358.33,2911084.5,25.87,1.21,26.58,3.2,2024
475,SHRIRAMFIN,2019,594898.99,643160.23,79.88,0.51,8.83,1.36,2019
476,SHRIRAMFIN,2020,513251.36,622540.94,11.8,11.36,6.84,1.14,2020
477,SHRIRAMFIN,2021,652156.9,835046.55,37.85,14.56,26.94,1.87,2021
478,SHRIRAMFIN,2022,816109.58,830906.79,27.14,10.02,18.67,0.61,2022
479,SHRIRAMFIN,2023,721018.22,876135.94,56.67,6.47,36.37,1.85,2023
480,SHRIRAMFIN,2024,868933.47,1098024.4,68.53,7.91,28.82,1.86,2024
481,SIEMENS,2019,951918.38,1022262.14,23.09,1.05,25.6,3.89,2019
482,SIEMENS,2020,821304.84,803574.42,41.13,10.16,10.99,0.26,2020
483,SIEMENS,2021,911257.72,1118554.17,10.54,5.57,28.22,0.59,2021
484,SIEMENS,2022,882073.22,982803.39,76.63,4.67,22.06,1.8,2022
485,SIEMENS,2023,1145547.03,1063933.61,48.76,12.77,39.58,3.14,2023
486,SIEMENS,2024,1191331.95,1268446.56,33.32,9.25,30.88,3.69,2024
487,SUNPHARMA,2019,758612.89,960774.91,74.3,10.71,27.29,2.39,2019
488,SUNPHARMA,2020,714309.02,678202.02,42.97,2.81,25.19,2.91,2020
489,SUNPHARMA,2021,794888.64,726981.85,12.16,2.14,10.38,4.45,2021
490,SUNPHARMA,2022,812572.94,826215.51,11.76,9.71,27.83,0.79,2022
491,SUNPHARMA,2023,1064162.39,1298488.21,24.58,7.54,21.04,1.57,2023
492,SUNPHARMA,2024,1339586.09,1264175.16,37.9,6.71,21.41,3.88,2024
493,TATACONSUM,2019,298527.54,342447.92,20.52,1.59,19.93,0.99,2019
494,TATACONSUM,2020,307664.97,308860.07,14.67,8.63,5.95,4.35,2020
495,TATACONSUM,2021,314022.94,369938.81,66.35,4.55,31.21,3.75,2021
496,TATACONSUM,2022,304809.07,395336.72,9.49,3.65,32.3,0.87,2022
497,TATACONSUM,2023,365505.69,454035.61,77.06,7.38,38.99,1.85,2023
498,TATACONSUM,2024,350543.35,387549.77,54.79,7.14,24.84,1.87,2024
499,TATAMOTORS,2019,1047137.5,1151780.53,26.23,11.5,16.82,3.67,2019
500,TATAMOTORS,2020,919827.57,950063.39,14.79,1.74,28.04,1.73,2020
501,TATAMOTORS,2021,1182658.61,1308685.14,29.26,10.95,26.84,3.6,2021
502,TATAMOTORS,2022,1385832.42,1339830.23,56.26,6.18,21.21,4.15,2022
503,TATAMOTORS,2023,1427382.48,1634044.14,34.17,1.87,20.87,2.69,2023
504,TATAMOTORS,2024,1504106.64,1588737.42,67.07,0.93,15.35,3.65,2024
505,TATAPOWER,2019,1458746.25,1831481.73,22.32,3.71,34.62,4.06,2019
506,TATAPOWER,2020,1402442.85,1295478.08,14.5,4.29,31.65,2.29,2020
507,TATAPOWER,2021,1511545.08,1713572.11,72.1,1.81,29.32,4.17,2021
508,TATAPOWER,2022,1446057.42,1786038.43,58.26,0.71,13.11,2.73,2022
509,TATAPOWER,2023,1592398.68,1769432.81,24.7,10.29,14.32,1.75,2023
510,TATAPOWER,2024,1647269.48,1925345.06,14.5,3.48,12.02,0.49,2024
511,TATASTEEL,2019,363770.91,433930.41,55.54,7.39,6.84,4.32,2019
512,TATASTEEL,2020,339775.94,396643.74,73.73,10.62,12.63,1.42,2020
513,TATASTEEL,2021,293941.16,336592.99,52.14,11.02,5.38,3.68,2021
514,TATASTEEL,2022,358418.76,342775.45,33.03,9.76,22.35,0.52,2022
515,TATASTEEL,2023,320309.06,388401.17,19.23,3.0,34.08,2.75,2023
516,TATASTEEL,2024,369110.65,402972.23,48.97,9.23,38.87,1.0,2024
517,TCS,2019,286225.25,332959.97,47.53,2.11,17.76,0.8,2019
518,TCS,2020,290730.69,372282.29,57.2,0.61,13.84,0.05,2020
519,TCS,2021,351038.19,381848.36,79.57,11.14,23.13,3.62,2021
520,TCS,2022,422088.96,421038.16,46.18,8.56,20.79,0.81,2022
521,TCS,2023,405916.42,410957.48,8.74,13.8,29.01,3.1,2023
522,TCS,2024,461188.15,542230.13,78.69,6.08,29.94,1.62,2024
523,TECHM,2019,1639903.22,2067764.75,8.39,4.82,9.69,2.04,2019
524,TECHM,2020,1800162.47,1804413.77,60.09,4.41,34.89,0.8,2020
525,TECHM,2021,1860679.7,2137725.8,51.58,1.63,34.62,2.69,2021
526,TECHM,2022,2390842.75,2981510.56,47.31,13.71,34.69,4.31,2022
527,TECHM,2023,3048920.3,3745542.3,41.79,3.57,36.87,3.25,2023
528,TECHM,2024,3021095.64,3131058.36,57.4,7.43,7.85,0.64,2024
529,TITAN,2019,1135740.07,1252789.18,63.2,11.39,10.85,0.44,2019
530,TITAN,2020,1301076.74,1556937.57,18.73,5.89,35.46,4.25,2020
531,TITAN,2021,1401305.03,1305744.95,26.55,3.88,13.36,2.22,2021
532,TITAN,2022,1599747.79,1518166.79,72.03,9.49,25.9,4.44,2022
533,TITAN,2023,1862221.59,2367970.55,28.61,3.98,23.08,2.29,2023
534,TITAN,2024,1793769.72,2116401.21,10.13,10.51,21.0,3.1,2024
535,TORNTPHARM,2019,961478.14,994047.23,78.75,1.44,28.93,2.04,2019
536,TORNTPHARM,2020,1212490.1,1474201.75,65.62,1.87,33.78,0.96,2020
537,TORNTPHARM,2021,1046185.12,1032684.61,42.51,11.26,12.65,0.51,2021
538,TORNTPHARM,2022,1227158.01,1587401.56,51.26,10.52,24.64,3.52,2022
539,TORNTPHARM,2023,1641817.42,1834980.01,38.01,12.97,38.94,0.58,2023
540,TORNTPHARM,2024,1870170.39,2275967.43,46.4,6.43,27.93,1.22,2024
541,TRENT,2019,709354.25,819010.58,70.85,12.21,27.83,3.78,2019
542,TRENT,2020,704799.66,813935.48,50.52,9.53,10.9,1.25,2020
543,TRENT,2021,700098.06,798656.79,78.02,14.33,12.95,1.37,2021
544,TRENT,2022,607706.78,643881.28,68.1,13.78,13.28,1.2,2022
545,TRENT,2023,583656.73,607027.17,65.94,9.88,32.51,2.62,2023
546,TRENT,2024,571322.04,566293.08,8.65,11.82,34.65,3.46,2024
547,TVSMOTOR,2019,143093.33,131403.61,15.6,6.89,21.67,3.67,2019
548,TVSMOTOR,2020,170247.22,163663.43,24.28,4.64,9.33,1.29,2020
549,TVSMOTOR,2021,206731.04,206020.01,68.15,7.31,16.3,1.86,2021
550,TVSMOTOR,2022,249058.89,275637.72,8.52,13.87,7.31,4.22,2022
551,TVSMOTOR,2023,215205.91,260053.04,46.5,7.83,7.55,1.07,2023
552,TVSMOTOR,2024,266591.41,334973.15,46.1,5.62,7.1,3.07,2024
